"taxon","structural_zero (Response = Non_Responder)","structural_zero (Response = Responder)"
"Victivallis_lenta",FALSE,FALSE
"Victivallis_sp_Marseille_Q1083",TRUE,FALSE
"Victivallis_vadensis",FALSE,FALSE
"Bradyrhizobium_diazoefficiens",TRUE,FALSE
"Bradyrhizobium_SGB11337",FALSE,FALSE
"Shinella_sp_DD12",FALSE,FALSE
"Shinella_sp_NM_101",FALSE,TRUE
"Sphingomonas_echinoides",FALSE,FALSE
"Burkholderiaceae_bacterium",FALSE,TRUE
"Acidovorax_delafieldii",FALSE,TRUE
"Comamonas_denitrificans",FALSE,TRUE
"Comamonas_kerstersii",TRUE,FALSE
"Diaphorobacter_SGB61891",FALSE,TRUE
"GGB6648_SGB9389",TRUE,FALSE
"GGB6649_SGB9391",FALSE,FALSE
"Oxalobacter_formigenes",FALSE,FALSE
"Oxalobacter_SGB9385",FALSE,FALSE
"Dakarella_massiliensis",FALSE,FALSE
"Duodenibacillus_massiliensis",FALSE,FALSE
"GGB36599_SGB9269",FALSE,FALSE
"GGB6546_SGB9245",FALSE,FALSE
"GGB6553_SGB9254",FALSE,TRUE
"GGB6554_SGB9256",FALSE,TRUE
"GGB6565_SGB9274",FALSE,FALSE
"GGB6566_SGB9275",TRUE,FALSE
"GGB6568_SGB9279",TRUE,FALSE
"GGB6572_SGB9284",TRUE,FALSE
"GGB6580_SGB9301",TRUE,FALSE
"Mesosutterella_multiformis",FALSE,FALSE
"Parasutterella_excrementihominis",FALSE,FALSE
"Parasutterella_secunda",TRUE,FALSE
"Parasutterella_SGB9260",FALSE,FALSE
"Sutterella_seckii",FALSE,FALSE
"Sutterella_SGB9281",FALSE,FALSE
"Sutterella_sp_AM11_39",FALSE,FALSE
"Sutterella_wadsworthensis",FALSE,FALSE
"Turicimonas_muris",FALSE,FALSE
"Microvirgula_aerodenitrificans",FALSE,TRUE
"Eikenella_corrodens",FALSE,TRUE
"Neisseria_subflava",FALSE,TRUE
"GGB6606_SGB9340",FALSE,FALSE
"GGB6544_SGB9243",FALSE,FALSE
"GGB6585_SGB9307",TRUE,FALSE
"GGB6601_SGB9333",FALSE,FALSE
"GGB38511_SGB57594",FALSE,TRUE
"GGB6608_SGB9342",TRUE,FALSE
"GGB6609_SGB9343",FALSE,FALSE
"GGB6610_SGB9344",FALSE,FALSE
"GGB6612_SGB9346",FALSE,FALSE
"GGB6613_SGB9347",FALSE,FALSE
"GGB6611_SGB9345",TRUE,FALSE
"Bilophila_SGB15450",TRUE,FALSE
"Bilophila_SGB15451",FALSE,FALSE
"Bilophila_wadsworthia",FALSE,FALSE
"Desulfovibrio_desulfuricans",FALSE,FALSE
"Desulfovibrio_fairfieldensis",FALSE,FALSE
"Desulfovibrio_intestinalis",FALSE,FALSE
"Desulfovibrio_legallii",FALSE,FALSE
"Desulfovibrio_piger",FALSE,FALSE
"Desulfovibrio_porci",FALSE,TRUE
"Desulfovibrio_SGB101145",FALSE,FALSE
"GGB28319_SGB40892",TRUE,FALSE
"GGB9813_SGB15447",FALSE,FALSE
"GGB9815_SGB15449",FALSE,FALSE
"GGB9817_SGB57321",TRUE,FALSE
"GGB9818_SGB15459",FALSE,FALSE
"GGB9819_SGB15460",FALSE,FALSE
"Campylobacter_concisus",FALSE,TRUE
"Campylobacter_curvus",FALSE,TRUE
"Campylobacter_gracilis",FALSE,TRUE
"Campylobacter_hominis",FALSE,TRUE
"Campylobacter_SGB19298",FALSE,TRUE
"Campylobacter_ureolyticus",FALSE,FALSE
"Aeromonas_caviae",TRUE,FALSE
"Aeromonas_dhakensis",TRUE,FALSE
"Succinatimonas_hippei",FALSE,TRUE
"Citrobacter_amalonaticus",FALSE,TRUE
"Citrobacter_braakii",FALSE,FALSE
"Citrobacter_freundii",FALSE,FALSE
"Citrobacter_portucalensis",FALSE,FALSE
"Citrobacter_sp_ku_bf4",FALSE,TRUE
"Enterobacter_asburiae",FALSE,FALSE
"Enterobacter_cloacae",FALSE,TRUE
"Enterobacter_hormaechei",FALSE,FALSE
"Enterobacter_kobei",TRUE,FALSE
"Enterobacter_ludwigii",FALSE,FALSE
"Enterobacter_mori",TRUE,FALSE
"Enterobacter_roggenkampii",FALSE,FALSE
"Escherichia_coli",FALSE,FALSE
"Escherichia_marmotae",FALSE,FALSE
"Klebsiella_aerogenes",FALSE,FALSE
"Klebsiella_grimontii",TRUE,FALSE
"Klebsiella_michiganensis",FALSE,FALSE
"Klebsiella_oxytoca",FALSE,FALSE
"Klebsiella_pneumoniae",FALSE,FALSE
"Klebsiella_quasipneumoniae",FALSE,FALSE
"Klebsiella_spallanzanii",FALSE,TRUE
"Klebsiella_variicola",FALSE,FALSE
"Kluyvera_ascorbata",FALSE,TRUE
"Kluyvera_georgiana",FALSE,TRUE
"Phytobacter_diazotrophicus",FALSE,TRUE
"Raoultella_ornithinolytica",TRUE,FALSE
"Hafnia_paralvei",FALSE,FALSE
"Morganella_morganii",FALSE,FALSE
"Proteus_mirabilis",FALSE,FALSE
"Proteus_vulgaris",FALSE,TRUE
"Providencia_alcalifaciens",TRUE,FALSE
"Providencia_rettgeri",FALSE,TRUE
"Serratia_marcescens",FALSE,TRUE
"Aggregatibacter_aphrophilus",TRUE,FALSE
"Haemophilus_parainfluenzae",FALSE,FALSE
"Haemophilus_pittmaniae",TRUE,FALSE
"Pseudomonas_aeruginosa",FALSE,FALSE
"Pseudomonas_citronellolis",TRUE,FALSE
"Xanthomonas_massiliensis",TRUE,FALSE
"Cloacibacillus_evryensis",FALSE,FALSE
"Cloacibacillus_porcorum",FALSE,FALSE
"Cloacibacillus_SGB15503",TRUE,FALSE
"Jonquetella_anthropi",TRUE,FALSE
"Pyramidobacter_piscolens",FALSE,FALSE
"GGB4745_SGB6570",FALSE,FALSE
"GGB4745_SGB6571",FALSE,FALSE
"GGB4749_SGB6578",TRUE,FALSE
"GGB4750_SGB6579",TRUE,FALSE
"GGB13818_SGB6606",TRUE,FALSE
"GGB6132_SGB8779",FALSE,TRUE
"GGB6133_SGB8780",TRUE,FALSE
"GGB6528_SGB9221",TRUE,FALSE
"GGB52930_SGB73859",TRUE,FALSE
"GGB6123_SGB8767",FALSE,FALSE
"GGB6123_SGB8768",TRUE,FALSE
"GGB6126_SGB8772",FALSE,FALSE
"GGB6131_SGB8778",FALSE,TRUE
"Puniceicoccaceae_bacterium_Marseille_Q1082",FALSE,FALSE
"Puniceicoccaceae_unclassified_SGB60941",TRUE,FALSE
"Puniceicoccaceae_unclassified_SGB8769",FALSE,FALSE
"Akkermansia_muciniphila",FALSE,FALSE
"Akkermansia_sp_BIOML_A66",FALSE,FALSE
"Akkermansia_sp_KLE1798",FALSE,FALSE
"GGB6529_SGB9222",TRUE,FALSE
"Saccharomyces_cerevisiae",FALSE,TRUE
"Blastocystis_hominis",TRUE,FALSE
"Blastocystis_sp_subtype_2",TRUE,FALSE
"Blastocystis_sp_subtype_4",FALSE,FALSE
"Candidatus_Methanomethylophilus",FALSE,TRUE
"GGB269",FALSE,FALSE
"GGB260",FALSE,FALSE
"Methanomassiliicoccaceae_unclassified",FALSE,FALSE
"Methanomassiliicoccus",FALSE,FALSE
"GGB532",TRUE,FALSE
"Methanobrevibacter",FALSE,FALSE
"Methanosphaera",FALSE,FALSE
"Actinobaculum",FALSE,FALSE
"Actinomyces",FALSE,FALSE
"Actinotignum",TRUE,FALSE
"GGB9832",FALSE,TRUE
"Mobiluncus",TRUE,FALSE
"Pauljensenia",FALSE,FALSE
"Peptidiphaga",TRUE,FALSE
"Schaalia",FALSE,FALSE
"Trueperella",FALSE,FALSE
"Varibaculum",TRUE,FALSE
"Winkia",TRUE,FALSE
"Alloscardovia",FALSE,FALSE
"Bifidobacterium",FALSE,FALSE
"Gardnerella",FALSE,FALSE
"Parascardovia",TRUE,FALSE
"Scardovia",FALSE,FALSE
"Corynebacterium",FALSE,FALSE
"Lawsonella",FALSE,FALSE
"Clavibacter",FALSE,FALSE
"Rothia",FALSE,FALSE
"Tropheryma",FALSE,TRUE
"Arachnia",TRUE,FALSE
"Propionibacterium",FALSE,FALSE
"GGB34797",FALSE,FALSE
"GGB8965",TRUE,FALSE
"GGB9412",FALSE,FALSE
"GGB30861",FALSE,TRUE
"GGB9421",FALSE,TRUE
"GGB9355",TRUE,FALSE
"GGB9356",FALSE,TRUE
"GGB9359",FALSE,FALSE
"GGB9361",FALSE,FALSE
"GGB9364",FALSE,FALSE
"Atopobium",FALSE,FALSE
"Lancefieldella",FALSE,FALSE
"Olsenella",FALSE,FALSE
"Paratractidigestivibacter",FALSE,FALSE
"Parolsenella",TRUE,FALSE
"Collinsella",FALSE,FALSE
"Enorma",FALSE,TRUE
"GGB51959",FALSE,FALSE
"GGB51960",FALSE,TRUE
"GGB9380",FALSE,TRUE
"Olegusella",TRUE,FALSE
"Parvibacter",TRUE,FALSE
"Senegalimassilia",FALSE,FALSE
"Adlercreutzia",FALSE,FALSE
"Eggerthella",FALSE,FALSE
"Ellagibacter",FALSE,FALSE
"Enteroscipio",FALSE,FALSE
"GGB45432",FALSE,FALSE
"GGB70023",FALSE,TRUE
"GGB75046",FALSE,TRUE
"GGB9365",FALSE,FALSE
"GGB9423",TRUE,FALSE
"GGB9424",FALSE,FALSE
"GGB9425",FALSE,TRUE
"GGB9434",TRUE,FALSE
"Gordonibacter",FALSE,FALSE
"Paraeggerthella",TRUE,FALSE
"Raoultibacter",FALSE,FALSE
"Rubneribacter",FALSE,TRUE
"Slackia",FALSE,FALSE
"Bacteria_unclassified",FALSE,FALSE
"GGB28898",FALSE,TRUE
"GGB79097",FALSE,FALSE
"Bacteroidaceae_unclassified",FALSE,TRUE
"Bacteroides",FALSE,FALSE
"GGB1350",FALSE,TRUE
"GGB1354",FALSE,FALSE
"GGB1364",TRUE,FALSE
"GGB1379",FALSE,FALSE
"GGB1380",TRUE,FALSE
"GGB1387",TRUE,FALSE
"GGB28262",TRUE,FALSE
"GGB82120",TRUE,FALSE
"Mediterranea",FALSE,TRUE
"Phocaeicola",FALSE,FALSE
"Bacteroidales_unclassified",FALSE,FALSE
"Barnesiella",FALSE,FALSE
"Coprobacter",FALSE,FALSE
"GGB1425",TRUE,FALSE
"Dysgonomonas",FALSE,TRUE
"GGB1461",TRUE,FALSE
"GGB1497",FALSE,FALSE
"GGB1512",FALSE,TRUE
"GGB1538",FALSE,FALSE
"GGB1539",FALSE,TRUE
"GGB1543",TRUE,FALSE
"GGB1547",FALSE,TRUE
"GGB1549",TRUE,FALSE
"GGB1550",FALSE,FALSE
"GGB1551",FALSE,TRUE
"GGB1554",FALSE,TRUE
"GGB1559",FALSE,TRUE
"GGB1567",TRUE,FALSE
"GGB1568",TRUE,FALSE
"GGB1578",TRUE,FALSE
"GGB24127",TRUE,FALSE
"GGB27851",FALSE,FALSE
"GGB27873",FALSE,TRUE
"GGB27876",TRUE,FALSE
"GGB46149",FALSE,TRUE
"GGB70873",TRUE,FALSE
"GGB74478",FALSE,FALSE
"Muribaculum",FALSE,FALSE
"Butyricimonas",FALSE,FALSE
"Culturomica",FALSE,FALSE
"GGB1331",FALSE,FALSE
"GGB1332",FALSE,FALSE
"Odoribacter",FALSE,FALSE
"Porphyromonadaceae_unclassified",TRUE,FALSE
"Porphyromonas",FALSE,FALSE
"Sanguibacteroides",FALSE,FALSE
"GGB1146",FALSE,TRUE
"GGB1153",FALSE,FALSE
"GGB1215",FALSE,FALSE
"GGB1221",FALSE,TRUE
"GGB1247",FALSE,FALSE
"GGB1249",FALSE,TRUE
"Marseilla",FALSE,TRUE
"Paraprevotella",FALSE,FALSE
"Prevotella",FALSE,FALSE
"Prevotellamassilia",FALSE,TRUE
"Segatella",FALSE,FALSE
"Alistipes",FALSE,FALSE
"Gallalistipes",FALSE,TRUE
"GGB1672",FALSE,TRUE
"GGB1689",FALSE,TRUE
"GGB1690",FALSE,FALSE
"GGB1691",FALSE,FALSE
"Rikenellaceae_unclassified",FALSE,FALSE
"Parabacteroides",FALSE,FALSE
"GGB1630",FALSE,TRUE
"GGB1631",FALSE,FALSE
"GGB1632",TRUE,FALSE
"GGB47687",FALSE,FALSE
"GGB1515",FALSE,FALSE
"GGB1266",FALSE,FALSE
"GGB1511",TRUE,FALSE
"GGB74504",FALSE,TRUE
"GGB1093",FALSE,FALSE
"GGB1096",FALSE,FALSE
"GGB77016",TRUE,FALSE
"GGB1420",FALSE,FALSE
"GGB1455",FALSE,FALSE
"GGB1456",FALSE,FALSE
"GGB1495",FALSE,FALSE
"GGB1496",FALSE,FALSE
"GGB13054",TRUE,FALSE
"GGB13056",TRUE,FALSE
"GGB1627",FALSE,FALSE
"GGB1661",FALSE,FALSE
"GGB1662",FALSE,FALSE
"GGB1663",FALSE,FALSE
"GGB27930",FALSE,TRUE
"Candidatus_Gastranaerophilales_unclassified",FALSE,FALSE
"GGB5979",FALSE,FALSE
"GGB5980",FALSE,FALSE
"GGB13727",TRUE,FALSE
"GGB5997",FALSE,FALSE
"GGB6001",FALSE,FALSE
"GGB6002",FALSE,FALSE
"GGB6006",FALSE,FALSE
"GGB6007",TRUE,FALSE
"GGB6012",TRUE,FALSE
"GGB6016",TRUE,FALSE
"GGB6020",FALSE,TRUE
"Candidatus_Nanoperiomorbus",TRUE,FALSE
"GGB12785",FALSE,FALSE
"Candidatus_Saccharibacteria_unclassified",FALSE,FALSE
"GGB18703",TRUE,FALSE
"Candidatus_Nanosynbacter",FALSE,FALSE
"Candidatus_Nanosynsacchari",FALSE,FALSE
"Peribacillus",FALSE,TRUE
"Gemella",FALSE,FALSE
"Staphylococcus",FALSE,FALSE
"Abiotrophia",FALSE,TRUE
"Facklamia",FALSE,TRUE
"Carnobacterium",TRUE,FALSE
"Granulicatella",FALSE,FALSE
"Enterococcus",FALSE,FALSE
"Dellaglioa",FALSE,TRUE
"Lacticaseibacillus",FALSE,FALSE
"Lactiplantibacillus",FALSE,FALSE
"Lactobacillus",FALSE,FALSE
"Latilactobacillus",FALSE,FALSE
"Lentilactobacillus",TRUE,FALSE
"Leuconostoc",FALSE,FALSE
"Ligilactobacillus",FALSE,FALSE
"Limosilactobacillus",FALSE,FALSE
"Pediococcus",FALSE,FALSE
"Weissella",FALSE,FALSE
"Lactococcus",FALSE,FALSE
"Streptococcus",FALSE,FALSE
"GGB71580",FALSE,FALSE
"GGB9256",TRUE,FALSE
"GGB9258",FALSE,FALSE
"GGB2652",FALSE,FALSE
"GGB2653",FALSE,FALSE
"GGB2657",FALSE,FALSE
"GGB4710",FALSE,FALSE
"GGB4632",TRUE,FALSE
"GGB4676",FALSE,FALSE
"GGB4702",FALSE,TRUE
"GGB4703",FALSE,TRUE
"GGB4664",FALSE,FALSE
"GGB4669",TRUE,FALSE
"GGB4555",TRUE,FALSE
"GGB9345",FALSE,FALSE
"GGB74802",TRUE,FALSE
"GGB2848",FALSE,FALSE
"GGB34231",FALSE,FALSE
"GGB34540",FALSE,FALSE
"GGB2945",TRUE,FALSE
"GGB2958",FALSE,FALSE
"GGB2970",FALSE,FALSE
"GGB2982",FALSE,FALSE
"GGB2996",FALSE,FALSE
"GGB2998",FALSE,FALSE
"GGB58485",FALSE,FALSE
"GGB2999",FALSE,FALSE
"GGB3000",FALSE,FALSE
"GGB3001",FALSE,FALSE
"GGB3002",FALSE,FALSE
"GGB3003",FALSE,FALSE
"GGB3004",FALSE,FALSE
"GGB3005",FALSE,FALSE
"GGB75036",FALSE,FALSE
"GGB3032",FALSE,FALSE
"GGB3033",FALSE,FALSE
"GGB3034",FALSE,FALSE
"GGB3051",FALSE,TRUE
"GGB3052",FALSE,FALSE
"GGB74220",FALSE,TRUE
"GGB29535",FALSE,FALSE
"GGB3057",FALSE,FALSE
"GGB3058",FALSE,FALSE
"GGB3061",FALSE,FALSE
"GGB3109",FALSE,FALSE
"GGB3118",FALSE,FALSE
"GGB3124",FALSE,FALSE
"GGB3138",FALSE,TRUE
"GGB3140",TRUE,FALSE
"GGB3142",FALSE,FALSE
"GGB3160",FALSE,TRUE
"GGB3161",TRUE,FALSE
"GGB3175",FALSE,FALSE
"GGB51658",FALSE,TRUE
"GGB3288",FALSE,TRUE
"GGB3304",FALSE,FALSE
"GGB3306",TRUE,FALSE
"GGB3321",FALSE,FALSE
"GGB3323",FALSE,FALSE
"GGB39037",FALSE,FALSE
"GGB3351",FALSE,FALSE
"GGB3352",FALSE,FALSE
"GGB3353",FALSE,FALSE
"GGB3363",FALSE,FALSE
"GGB3364",FALSE,TRUE
"GGB3365",FALSE,FALSE
"GGB3491",TRUE,FALSE
"GGB3717",FALSE,FALSE
"GGB3730",FALSE,FALSE
"GGB51269",FALSE,FALSE
"GGB3256",FALSE,FALSE
"GGB41458",FALSE,TRUE
"GGB3892",FALSE,FALSE
"GGB4716",TRUE,FALSE
"GGB49418",FALSE,TRUE
"GGB4231",FALSE,FALSE
"GGB4539",TRUE,FALSE
"GGB4543",TRUE,FALSE
"GGB4546",FALSE,TRUE
"GGB4552",FALSE,FALSE
"GGB4558",FALSE,TRUE
"GGB4559",FALSE,FALSE
"GGB4562",FALSE,FALSE
"GGB4564",TRUE,FALSE
"GGB4566",FALSE,FALSE
"GGB4567",FALSE,FALSE
"GGB4569",FALSE,FALSE
"GGB4571",FALSE,FALSE
"GGB4578",TRUE,FALSE
"GGB4580",TRUE,FALSE
"GGB4581",TRUE,FALSE
"GGB4583",FALSE,FALSE
"GGB4584",FALSE,FALSE
"GGB4585",FALSE,FALSE
"GGB4586",FALSE,TRUE
"GGB4587",TRUE,FALSE
"GGB4588",TRUE,FALSE
"GGB4591",FALSE,TRUE
"GGB4592",TRUE,FALSE
"GGB4593",FALSE,FALSE
"GGB4596",TRUE,FALSE
"GGB4597",TRUE,FALSE
"GGB4598",TRUE,FALSE
"GGB4599",FALSE,FALSE
"GGB4602",FALSE,FALSE
"GGB4603",FALSE,FALSE
"GGB4604",FALSE,FALSE
"GGB4605",FALSE,FALSE
"GGB47174",FALSE,FALSE
"GGB33665",FALSE,TRUE
"GGB4683",FALSE,FALSE
"GGB4684",FALSE,FALSE
"GGB4695",TRUE,FALSE
"GGB4713",TRUE,FALSE
"GGB4715",TRUE,FALSE
"GGB4717",FALSE,FALSE
"GGB4722",TRUE,FALSE
"GGB4723",FALSE,FALSE
"GGB4739",FALSE,FALSE
"GGB4768",TRUE,FALSE
"GGB4769",FALSE,FALSE
"GGB4802",FALSE,FALSE
"GGB4884",FALSE,TRUE
"GGB45620",FALSE,FALSE
"GGB3155",FALSE,TRUE
"GGB9047",FALSE,TRUE
"GGB9052",FALSE,FALSE
"GGB74665",FALSE,FALSE
"GGB33516",FALSE,FALSE
"GGB74703",TRUE,FALSE
"GGB9062",FALSE,FALSE
"GGB9063",FALSE,FALSE
"GGB9064",FALSE,FALSE
"GGB28369",FALSE,FALSE
"GGB9074",FALSE,TRUE
"GGB9075",FALSE,TRUE
"GGB9082",TRUE,FALSE
"GGB28409",FALSE,TRUE
"GGB9085",TRUE,FALSE
"GGB9086",FALSE,FALSE
"GGB9088",FALSE,FALSE
"GGB9089",FALSE,FALSE
"GGB9091",FALSE,FALSE
"GGB9092",FALSE,FALSE
"GGB9093",TRUE,FALSE
"GGB9094",TRUE,FALSE
"GGB9095",FALSE,TRUE
"GGB9110",FALSE,FALSE
"GGB9112",FALSE,FALSE
"GGB9115",FALSE,FALSE
"GGB9116",FALSE,FALSE
"GGB9117",FALSE,FALSE
"GGB9161",FALSE,TRUE
"GGB9172",TRUE,FALSE
"GGB9175",TRUE,FALSE
"GGB9176",FALSE,FALSE
"GGB3511",FALSE,FALSE
"GGB9184",FALSE,FALSE
"GGB9185",FALSE,FALSE
"GGB9189",FALSE,FALSE
"GGB9197",FALSE,FALSE
"GGB9198",FALSE,FALSE
"GGB9199",FALSE,FALSE
"GGB9200",TRUE,FALSE
"GGB9209",FALSE,FALSE
"GGB9210",FALSE,FALSE
"GGB9211",FALSE,FALSE
"GGB9225",FALSE,FALSE
"GGB36267",FALSE,FALSE
"GGB9238",FALSE,FALSE
"GGB9239",FALSE,FALSE
"GGB9240",FALSE,FALSE
"GGB9289",FALSE,FALSE
"GGB9253",FALSE,FALSE
"GGB9261",FALSE,FALSE
"GGB9266",FALSE,FALSE
"GGB9270",TRUE,FALSE
"GGB9271",FALSE,FALSE
"GGB9275",TRUE,FALSE
"GGB9277",TRUE,FALSE
"GGB9278",TRUE,FALSE
"GGB9282",FALSE,FALSE
"GGB9290",FALSE,FALSE
"GGB9291",FALSE,FALSE
"GGB9293",FALSE,FALSE
"GGB9297",FALSE,FALSE
"GGB9299",FALSE,FALSE
"GGB9301",FALSE,FALSE
"GGB9302",FALSE,FALSE
"GGB9309",FALSE,FALSE
"GGB40351",FALSE,FALSE
"GGB9342",FALSE,FALSE
"GGB9343",FALSE,FALSE
"GGB9346",TRUE,FALSE
"GGB9347",FALSE,FALSE
"GGB9348",FALSE,FALSE
"GGB9350",FALSE,FALSE
"GGB9444",FALSE,TRUE
"GGB9445",FALSE,FALSE
"GGB9450",TRUE,FALSE
"GGB9463",FALSE,FALSE
"GGB9464",FALSE,FALSE
"GGB58158",FALSE,FALSE
"GGB31234",FALSE,FALSE
"GGB9474",FALSE,FALSE
"GGB9476",FALSE,FALSE
"GGB9480",FALSE,FALSE
"GGB9499",FALSE,FALSE
"GGB30090",FALSE,TRUE
"GGB9501",FALSE,FALSE
"GGB9502",FALSE,FALSE
"GGB9508",TRUE,FALSE
"GGB42378",FALSE,FALSE
"GGB52106",FALSE,FALSE
"GGB33586",FALSE,FALSE
"GGB9527",FALSE,TRUE
"GGB9529",FALSE,FALSE
"GGB9530",FALSE,FALSE
"GGB9531",FALSE,FALSE
"GGB9532",FALSE,FALSE
"GGB9533",FALSE,FALSE
"GGB9534",FALSE,FALSE
"GGB9536",FALSE,FALSE
"GGB9537",FALSE,FALSE
"GGB9547",FALSE,FALSE
"GGB9548",FALSE,TRUE
"GGB9551",FALSE,FALSE
"GGB52130",FALSE,FALSE
"GGB9559",FALSE,FALSE
"GGB9561",FALSE,FALSE
"GGB33512",FALSE,FALSE
"GGB35551",FALSE,FALSE
"GGB9582",FALSE,FALSE
"GGB9583",FALSE,FALSE
"GGB9690",FALSE,FALSE
"GGB9691",FALSE,FALSE
"GGB9694",FALSE,FALSE
"GGB9695",FALSE,FALSE
"GGB9719",FALSE,FALSE
"GGB32798",TRUE,FALSE
"GGB9747",FALSE,FALSE
"GGB9767",FALSE,FALSE
"GGB9768",TRUE,FALSE
"GGB9769",TRUE,FALSE
"GGB9770",FALSE,FALSE
"GGB9773",FALSE,TRUE
"GGB33544",FALSE,FALSE
"GGB9774",FALSE,FALSE
"GGB9775",FALSE,FALSE
"GGB9778",FALSE,TRUE
"GGB9780",FALSE,FALSE
"GGB45491",FALSE,FALSE
"GGB45495",FALSE,FALSE
"GGB79087",TRUE,FALSE
"GGB9779",FALSE,FALSE
"GGB9781",FALSE,FALSE
"GGB9782",FALSE,FALSE
"GGB9783",TRUE,FALSE
"GGB9784",FALSE,FALSE
"GGB9786",FALSE,FALSE
"GGB9787",FALSE,FALSE
"GGB9788",FALSE,FALSE
"GGB31460",FALSE,TRUE
"GGB4697",FALSE,TRUE
"GGB4699",FALSE,FALSE
"GGB4700",FALSE,FALSE
"GGB10692",FALSE,FALSE
"GGB741",FALSE,FALSE
"GGB25626",FALSE,TRUE
"GGB51884",FALSE,FALSE
"GGB3616",FALSE,TRUE
"GGB9758",FALSE,FALSE
"GGB9765",FALSE,FALSE
"GGB9766",FALSE,FALSE
"GGB44201",FALSE,FALSE
"GGB9252",TRUE,FALSE
"GGB42389",FALSE,FALSE
"GGB42467",FALSE,TRUE
"GGB42696",TRUE,FALSE
"GGB3654",TRUE,FALSE
"GGB45503",FALSE,FALSE
"GGB48165",FALSE,FALSE
"GGB9790",FALSE,FALSE
"GGB9696",FALSE,FALSE
"GGB9697",FALSE,FALSE
"GGB2983",FALSE,FALSE
"GGB45613",FALSE,FALSE
"GGB58233",FALSE,FALSE
"GGB13404",FALSE,FALSE
"GGB3126",FALSE,TRUE
"GGB74818",TRUE,FALSE
"GGB9525",FALSE,FALSE
"GGB3303",FALSE,FALSE
"GGB9746",TRUE,FALSE
"GGB50912",TRUE,FALSE
"GGB51647",FALSE,FALSE
"GGB3317",TRUE,FALSE
"GGB53380",FALSE,TRUE
"GGB2972",TRUE,FALSE
"GGB9762",FALSE,TRUE
"GGB4611",TRUE,FALSE
"GGB4613",FALSE,FALSE
"GGB47150",FALSE,FALSE
"GGB3612",FALSE,FALSE
"GGB74511",FALSE,FALSE
"GGB9059",FALSE,FALSE
"GGB9785",TRUE,FALSE
"GGB9249",FALSE,TRUE
"GGB4689",FALSE,FALSE
"GGB9332",TRUE,FALSE
"GGB9334",TRUE,FALSE
"GGB78706",TRUE,FALSE
"GGB9523",FALSE,FALSE
"GGB9524",FALSE,FALSE
"GGB34900",FALSE,FALSE
"GGB4774",FALSE,FALSE
"GGB45497",FALSE,FALSE
"GGB3123",FALSE,FALSE
"GGB9170",TRUE,FALSE
"GGB3257",FALSE,FALSE
"GGB51139",FALSE,FALSE
"GGB9109",FALSE,FALSE
"GGB3146",FALSE,TRUE
"GGB18456",FALSE,TRUE
"GGB33539",TRUE,FALSE
"GGB9717",TRUE,FALSE
"GGB9267",FALSE,FALSE
"GGB9060",TRUE,FALSE
"GGB9061",FALSE,FALSE
"GGB3325",FALSE,TRUE
"GGB3510",FALSE,FALSE
"GGB9058",TRUE,FALSE
"GGB3493",FALSE,FALSE
"GGB4708",TRUE,FALSE
"GGB9522",FALSE,FALSE
"GGB87445",FALSE,FALSE
"GGB9673",FALSE,TRUE
"GGB9675",FALSE,TRUE
"GGB9677",TRUE,FALSE
"GGB43675",FALSE,FALSE
"GGB9288",FALSE,FALSE
"GGB3754",TRUE,FALSE
"GGB9545",FALSE,FALSE
"GGB4308",TRUE,FALSE
"GGB25376",FALSE,FALSE
"GGB3328",FALSE,FALSE
"GGB4617",FALSE,FALSE
"GGB13779",TRUE,FALSE
"GGB4651",TRUE,FALSE
"GGB4653",TRUE,FALSE
"GGB4728",FALSE,TRUE
"GGB4642",TRUE,FALSE
"GGB4659",FALSE,FALSE
"GGB74463",FALSE,FALSE
"GGB9296",FALSE,FALSE
"GGB9491",FALSE,FALSE
"GGB32487",FALSE,FALSE
"GGB37488",TRUE,FALSE
"GGB74699",FALSE,TRUE
"GGB74701",FALSE,FALSE
"GGB28474",FALSE,FALSE
"GGB3490",TRUE,FALSE
"GGB9711",TRUE,FALSE
"GGB3569",FALSE,FALSE
"GGB9606",FALSE,TRUE
"GGB85039",TRUE,FALSE
"GGB9712",FALSE,FALSE
"Candidatus_Borkfalkia",FALSE,FALSE
"GGB74708",FALSE,FALSE
"GGB9101",TRUE,FALSE
"GGB9102",FALSE,FALSE
"GGB9104",TRUE,FALSE
"Clostridia_unclassified",FALSE,FALSE
"GGB79395",FALSE,FALSE
"Bianquea",FALSE,FALSE
"Christensenella",FALSE,FALSE
"Christensenellaceae_unclassified",FALSE,FALSE
"Gehongia",FALSE,FALSE
"GGB45656",FALSE,FALSE
"GGB9186",FALSE,FALSE
"Guopingia",FALSE,FALSE
"Luoshenia",FALSE,FALSE
"Butyricicoccus",FALSE,FALSE
"Clostridiaceae_unclassified",FALSE,FALSE
"Clostridium",FALSE,FALSE
"GGB27106",FALSE,FALSE
"GGB28945",FALSE,TRUE
"GGB28969",FALSE,TRUE
"GGB3478",FALSE,FALSE
"GGB3480",FALSE,FALSE
"GGB3486",FALSE,FALSE
"GGB3532",FALSE,TRUE
"GGB3548",FALSE,FALSE
"GGB3550",FALSE,FALSE
"GGB42639",FALSE,FALSE
"GGB4487",TRUE,FALSE
"GGB51454",FALSE,FALSE
"GGB79342",FALSE,FALSE
