M-Group	M-Group-Type [k|u]	M-Group  Label (kVSG only)	SGB	hits	genomes in the SGB
M57	kVSG	NC_0247861_Escherichia_phage_vB_EcoP_PhAPEC5|NC_0194231_Enterobacter_phage_IME11|NC_0419061_Escherichia_phage_EC1UPM|NC_0159331_Escherichia_phage_vB_EcoP_G7C|NC_0241422_Enterobacteria_phage_Bp4|NC_0188541_Escherichia_phage_ECBP1|NC_0247901_Escherichia_phage_vB_EcoP_PhAPEC7|NC_0235891_Shigella_phage_pSb1	kSGB10289 	1	15
M58	uVSG	-	kSGB17247 	23	593
M58	uVSG	-	kSGB17244 	22	2922
M58	uVSG	-	kSGB17237 	19	1187
M58	uVSG	-	kSGB17256 	14	1267
M58	uVSG	-	kSGB17241 	10	357
M58	uVSG	-	kSGB17248 	8	3404
M58	uVSG	-	kSGB17231 	4	87
M58	uVSG	-	kSGB17249 	3	198
M58	uVSG	-	kSGB17239 	1	49
M58	uVSG	-	kSGB17243 	1	13
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	kSGB10068 	570	18558
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	kSGB10063 	24	164
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	kSGB10118 	6	152
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	kSGB10073 	6	8462
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	kSGB10115 	5	7034
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	kSGB10119 	4	280
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	kSGB10066 	4	56
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	kSGB10114 	4	274
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	kSGB5825 	1	1495
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	kSGB8486 	1	1
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	kSGB12356 	1	4
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	kSGB12680 	1	56
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	kSGB10162 	1	1
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	kSGB12427 	1	425
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	kSGB10124 	1	131
M59	kVSG	NC_0188431_Salmonella_phage_SSU5	kSGB10113 	1	60
M60	uVSG	-	kSGB7962 	123	2595
M60	uVSG	-	kSGB7930 	16	20
M60	uVSG	-	kSGB7968 	3	153
M60	uVSG	-	kSGB7931 	2	78
M60	uVSG	-	kSGB10120 	1	197
M60	uVSG	-	kSGB10114 	1	274
M60	uVSG	-	kSGB21725 	1	2
M60	uVSG	-	kSGB7966 	1	78
M60	uVSG	-	kSGB7967 	1	1466
M60	uVSG	-	kSGB8529 	1	2
M60	uVSG	-	kSGB7927 	1	7
M60	uVSG	-	kSGB8053 	1	60
M60	uVSG	-	kSGB49091 	1	1
M60	uVSG	-	kSGB7964 	1	2
M60	uVSG	-	kSGB2947 	1	86
M60	uVSG	-	kSGB4529 	1	35
M61	uVSG	-	kSGB1871 	56	997
M61	uVSG	-	kSGB1867 	5	364
M61	uVSG	-	uSGB48572 	4	9
M61	uVSG	-	kSGB1861 	2	711
M61	uVSG	-	kSGB4938 	1	1130
M61	uVSG	-	kSGB1877 	1	742
M61	uVSG	-	kSGB1934 	1	4703
M61	uVSG	-	kSGB1812 	1	619
M61	uVSG	-	kSGB1870 	1	13
M62	uVSG	-	kSGB1855 	7	1038
M63	uVSG	-	uSGB15224 	31	324
M63	uVSG	-	uSGB15225 	15	95
M63	uVSG	-	uSGB15234 	15	779
M63	uVSG	-	uSGB15233 	7	348
M63	uVSG	-	uSGB15236 	2	561
M63	uVSG	-	kSGB15254 	2	2741
M63	uVSG	-	uSGB15231 	1	6
M63	uVSG	-	uSGB15227 	1	1
M63	uVSG	-	uSGB63330 	1	8
M63	uVSG	-	kSGB14209 	1	276
M63	uVSG	-	uSGB15031 	1	1008
M64	uVSG	-	kSGB1563 	2	7
M64	uVSG	-	kSGB5561 	2	24
M64	uVSG	-	uSGB2238 	1	195
M64	uVSG	-	kSGB6796 	1	1257
M64	uVSG	-	uSGB8640 	1	182
M64	uVSG	-	uSGB3677 	1	841
M64	uVSG	-	kSGB1836 	1	6758
M64	uVSG	-	uSGB6478 	1	690
M64	uVSG	-	uSGB1640 	1	26
M64	uVSG	-	kSGB2057 	1	86
M64	uVSG	-	kSGB8018 	1	168
M64	uVSG	-	kSGB27790 	1	2
M64	uVSG	-	kSGB19441 	1	132
M65	uVSG	-	kSGB14937 	12	59
M65	uVSG	-	kSGB14311 	4	1347
M65	uVSG	-	kSGB14307 	2	68
M65	uVSG	-	kSGB15132 	1	696
M65	uVSG	-	uSGB37436 	1	1
M65	uVSG	-	kSGB4681 	1	6
M65	uVSG	-	uSGB15156 	1	15
M65	uVSG	-	kSGB16450 	1	49
M65	uVSG	-	kSGB8424 	1	1
M65	uVSG	-	kSGB4762 	1	69
M66	uVSG	-	kSGB6939 	9	767
M66	uVSG	-	kSGB6936 	2	194
M66	uVSG	-	kSGB6956 	1	74
M67	uVSG	-	kSGB10118 	3	152
M67	uVSG	-	kSGB31142 	3	8
M67	uVSG	-	kSGB10079 	1	57
M68	uVSG	-	kSGB15300 	73	3023
M68	uVSG	-	uSGB15299 	44	326
M68	uVSG	-	kSGB4198 	7	1926
M68	uVSG	-	uSGB53667 	3	9
M68	uVSG	-	kSGB16336 	3	32
M68	uVSG	-	kSGB15286 	2	4694
M68	uVSG	-	uSGB15292 	2	40
M68	uVSG	-	uSGB15289 	2	6
M68	uVSG	-	kSGB4938 	1	1130
M68	uVSG	-	kSGB1934 	1	4703
M68	uVSG	-	uSGB5066 	1	367
M68	uVSG	-	uSGB15291 	1	430
M68	uVSG	-	kSGB4285 	1	4353
M68	uVSG	-	uSGB15223 	1	3
M68	uVSG	-	kSGB5195 	1	1
M68	uVSG	-	kSGB4614 	1	10
M69	uVSG	-	kSGB9450 	29	109
M69	uVSG	-	uSGB60276 	4	12
M69	uVSG	-	kSGB9449 	3	26
M69	uVSG	-	kSGB9460 	2	11
M69	uVSG	-	kSGB9458 	2	7
M69	uVSG	-	kSGB60277 	2	2
M69	uVSG	-	uSGB80931 	1	1
M69	uVSG	-	kSGB60275 	1	1
M69	uVSG	-	kSGB8009 	1	23
M70	uVSG	-	kSGB4721 	37	206
M70	uVSG	-	kSGB4714 	3	202
M70	uVSG	-	kSGB4753 	2	272
M70	uVSG	-	kSGB29394 	1	3
M70	uVSG	-	kSGB4365 	1	430
M71	uVSG	-	kSGB6213 	2	3
M72	uVSG	-	kSGB8130 	12	79
M72	uVSG	-	kSGB8031 	5	26
M72	uVSG	-	kSGB8056 	2	6
M72	uVSG	-	kSGB8002 	2	682
M72	uVSG	-	kSGB8123 	2	7
M72	uVSG	-	kSGB8125 	2	9
M72	uVSG	-	kSGB7535 	2	2254
M72	uVSG	-	kSGB8209 	2	1020
M72	uVSG	-	kSGB8217 	2	20
M72	uVSG	-	kSGB8007 	1	798
M72	uVSG	-	kSGB8126 	1	17
M72	uVSG	-	kSGB8132 	1	12
M72	uVSG	-	kSGB8109 	1	1
M72	uVSG	-	kSGB8053 	1	60
M72	uVSG	-	kSGB8214 	1	264
M72	uVSG	-	kSGB8219 	1	93
M72	uVSG	-	kSGB82575 	1	1
M73	uVSG	-	kSGB19351 	87	196
M73	uVSG	-	kSGB19464 	4	33
M73	uVSG	-	kSGB19336 	3	50
M73	uVSG	-	uSGB19357 	1	1
M73	uVSG	-	uSGB19290 	1	7
M73	uVSG	-	kSGB19335 	1	5
M73	uVSG	-	uSGB19359 	1	2
M74	uVSG	-	kSGB6936 	22	194
M74	uVSG	-	kSGB6939 	13	767
M74	uVSG	-	kSGB6956 	6	74
M74	uVSG	-	kSGB6952 	3	219
M74	uVSG	-	uSGB6958 	1	2
M74	uVSG	-	kSGB1536 	1	63
M74	uVSG	-	kSGB1564 	1	98
M74	uVSG	-	kSGB6935 	1	11
M75	kVSG	NC_0013311_Pseudomonas_phage_Pf1	kSGB12320 	105	3829
M76	uVSG	-	kSGB10073 	107	8462
M76	uVSG	-	kSGB10130 	2	1219
M76	uVSG	-	kSGB10124 	2	131
M76	uVSG	-	kSGB10138 	2	22
M76	uVSG	-	uSGB58204 	1	2
M76	uVSG	-	kSGB10343 	1	3003
M76	uVSG	-	kSGB10249 	1	7
M76	uVSG	-	kSGB58219 	1	2
M76	uVSG	-	kSGB10086 	1	111
M76	uVSG	-	kSGB81761 	1	1
M76	uVSG	-	kSGB81778 	1	1
M76	uVSG	-	kSGB10129 	1	12
M76	uVSG	-	kSGB31106 	1	1
M77	uVSG	-	kSGB10115 	16	7034
M77	uVSG	-	kSGB10068 	4	18558
M77	uVSG	-	kSGB10111 	2	26
M78	uVSG	-	kSGB17234 	57	185
M78	uVSG	-	kSGB17237 	47	1187
M78	uVSG	-	kSGB17247 	13	593
M78	uVSG	-	kSGB17244 	9	2922
M78	uVSG	-	kSGB17241 	4	357
M78	uVSG	-	kSGB17235 	4	4
M78	uVSG	-	kSGB17256 	3	1267
M78	uVSG	-	kSGB17231 	3	87
M78	uVSG	-	kSGB17248 	2	3404
M78	uVSG	-	kSGB17239 	1	49
M78	uVSG	-	kSGB1949 	1	2296
M78	uVSG	-	uSGB17233 	1	2
M78	uVSG	-	kSGB16107 	1	5
M78	uVSG	-	kSGB17279 	1	76
M79	uVSG	-	uSGB6285 	1	49
M79	uVSG	-	kSGB19443 	1	6000
M80	uVSG	-	uSGB6141 	2	55
M80	uVSG	-	kSGB6750 	1	257
M80	uVSG	-	uSGB6179 	1	218
M80	uVSG	-	kSGB6148 	1	397
M80	uVSG	-	kSGB6140 	1	111
M81	uVSG	-	kSGB10073 	101	8462
M81	uVSG	-	kSGB10090 	49	495
M81	uVSG	-	kSGB10115 	40	7034
M81	uVSG	-	kSGB58209 	2	6
M81	uVSG	-	kSGB10043 	2	2
M81	uVSG	-	kSGB10269 	2	39
M81	uVSG	-	kSGB10270 	2	61
M81	uVSG	-	kSGB10147 	1	136
M81	uVSG	-	kSGB10111 	1	26
M81	uVSG	-	kSGB10262 	1	3
M81	uVSG	-	kSGB10251 	1	635
M81	uVSG	-	kSGB10093 	1	40
M81	uVSG	-	kSGB10124 	1	131
M82	uVSG	-	kSGB8219 	4	93
M82	uVSG	-	kSGB8130 	3	79
M82	uVSG	-	kSGB8216 	2	1107
M82	uVSG	-	uSGB8118 	1	1
M82	uVSG	-	uSGB8254 	1	3
M82	uVSG	-	kSGB8122 	1	4
M82	uVSG	-	kSGB8150 	1	3
M82	uVSG	-	kSGB8126 	1	17
M82	uVSG	-	kSGB8120 	1	3
M82	uVSG	-	kSGB8159 	1	1
M82	uVSG	-	kSGB8132 	1	12
M82	uVSG	-	kSGB8123 	1	7
M82	uVSG	-	kSGB48635 	1	1
M82	uVSG	-	kSGB8002 	1	682
M83	uVSG	-	kSGB1934 	9	4703
M83	uVSG	-	kSGB1812 	8	619
M83	uVSG	-	kSGB1836 	2	6758
M83	uVSG	-	kSGB1888 	1	357
M83	uVSG	-	kSGB1877 	1	742
M83	uVSG	-	uSGB1895 	1	122
M83	uVSG	-	kSGB1886 	1	16
M83	uVSG	-	kSGB1899 	1	192
M83	uVSG	-	kSGB2295 	1	1611
M83	uVSG	-	kSGB87112 	1	5
M85	uVSG	-	kSGB4670 	1	453
M86	uVSG	-	kSGB8018 	9	168
M86	uVSG	-	kSGB8000 	5	219
M86	uVSG	-	kSGB8216 	5	1107
M86	uVSG	-	kSGB8021 	4	143
M86	uVSG	-	kSGB8022 	3	147
M86	uVSG	-	kSGB8132 	3	12
M86	uVSG	-	kSGB8209 	2	1020
M86	uVSG	-	kSGB7061 	1	436
M86	uVSG	-	kSGB4262 	1	3401
M86	uVSG	-	kSGB8007 	1	798
M86	uVSG	-	kSGB8031 	1	26
M86	uVSG	-	kSGB8214 	1	264
M86	uVSG	-	kSGB8019 	1	38
M86	uVSG	-	kSGB8224 	1	33
M86	uVSG	-	kSGB8053 	1	60
M86	uVSG	-	kSGB82590 	1	1
M87	uVSG	-	uSGB17168 	1	6
M87	uVSG	-	kSGB17152 	1	6
M88	uVSG	-	kSGB6936 	3	194
M88	uVSG	-	kSGB7970 	3	130
M88	uVSG	-	kSGB6939 	2	767
M88	uVSG	-	uSGB82950 	1	1
M88	uVSG	-	kSGB1814 	1	4109
M89	uVSG	-	kSGB4716 	37	572
M89	uVSG	-	kSGB4714 	19	202
M89	uVSG	-	kSGB4715 	7	18
M89	uVSG	-	kSGB4563 	2	777
M89	uVSG	-	kSGB4837 	1	2481
M89	uVSG	-	kSGB4868 	1	502
M89	uVSG	-	uSGB4713 	1	6
M89	uVSG	-	kSGB4938 	1	1130
M90	uVSG	-	kSGB16971 	7	66
M90	uVSG	-	kSGB16974 	4	21
M90	uVSG	-	uSGB16985 	3	28
M90	uVSG	-	uSGB1701 	1	228
M90	uVSG	-	uSGB16973 	1	6
M90	uVSG	-	uSGB61349 	1	6
M90	uVSG	-	kSGB16986 	1	23
M91	uVSG	-	kSGB15078 	57	598
M91	uVSG	-	kSGB15132 	3	696
M91	uVSG	-	kSGB15271 	2	957
M91	uVSG	-	kSGB15149 	1	51
M91	uVSG	-	uSGB14923 	1	21
M91	uVSG	-	uSGB15019 	1	122
M91	uVSG	-	uSGB15121 	1	177
M91	uVSG	-	uSGB15167 	1	1
M91	uVSG	-	kSGB5803 	1	333
M91	uVSG	-	uSGB63188 	1	2
M91	uVSG	-	kSGB15134 	1	12
M92	uVSG	-	kSGB4198 	1	1926
M92	uVSG	-	uSGB14114 	1	485
M92	uVSG	-	uSGB6263 	1	14
M92	uVSG	-	kSGB4241 	1	27
M92	uVSG	-	kSGB14048 	1	7
M93	uVSG	-	kSGB15271 	141	957
M93	uVSG	-	uSGB15121 	2	177
M93	uVSG	-	kSGB15254 	2	2741
M93	uVSG	-	kSGB15286 	1	4694
M93	uVSG	-	uSGB15172 	1	72
M93	uVSG	-	uSGB15244 	1	603
M93	uVSG	-	kSGB14298 	1	25
M93	uVSG	-	uSGB14844 	1	84
M93	uVSG	-	kSGB14993 	1	947
M94	uVSG	-	kSGB1871 	37	997
M94	uVSG	-	kSGB1867 	4	364
M94	uVSG	-	kSGB1836 	3	6758
M94	uVSG	-	uSGB48572 	3	9
M94	uVSG	-	kSGB1877 	2	742
M94	uVSG	-	kSGB4285 	1	4353
M94	uVSG	-	kSGB1812 	1	619
M94	uVSG	-	kSGB1870 	1	13
M95	uVSG	-	kSGB4786 	19	31
M95	uVSG	-	kSGB4785 	12	21
M95	uVSG	-	kSGB29381 	3	7
M95	uVSG	-	kSGB4529 	1	35
M95	uVSG	-	kSGB4588 	1	306
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10068 	759	18558
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10115 	150	7034
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10073 	57	8462
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10090 	47	495
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10118 	26	152
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10063 	16	164
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10147 	13	136
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10066 	13	56
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10131 	8	121
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB9619 	8	21
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10119 	6	280
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10139 	6	183
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10079 	6	57
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10133 	5	130
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10270 	4	61
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB14832 	4	20
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB31142 	3	8
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB9272 	3	323
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10010 	3	33
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10067 	3	37
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10285 	3	13
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10086 	3	111
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10064 	3	82
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10130 	2	1219
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10047 	2	58
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	uSGB14313 	2	918
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10116 	2	262
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB9763 	2	2
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10289 	2	15
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB13082 	2	21
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB31112 	2	29
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10122 	2	18
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10058 	1	5
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	uSGB58204 	1	2
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10050 	1	21
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB38494 	1	3
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	uSGB81709 	1	1
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10132 	1	20
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	uSGB6564 	1	20
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB4933 	1	8042
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB31141 	1	1
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB31145 	1	5
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB13792 	1	5
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB2536 	1	49
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB10093 	1	40
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB12358 	1	12
M96	kVSG	NC_0286851_Shigella_phage_SsVASD|NC_0286561_Enterobacteria_phage_VT2phi_272_complete_sequence|NC_0286601_Escherichia_phage_phi191|NC_0194451_Escherichia_phage_TL2011b|NC_0033561_Enterobacteria_phage_phiP27	kSGB57077 	1	1
