"M.Group.Cluster","genomeName","len","breadth_of_coverage","depth_of_coverage_mean","depth_of_coverage_median","M.Group.Type..k.u.","First.Genome.in.Cluster","Other.Genomes","sample"
"M83","VDB|0021-00B2-0-000D|M83-c1217-c0-c2",7186,1,418.771082660729,430,"uVSG","-","-","FF08037511"
"M399","VDB|0015-0011-0-0001|M399-c1964-c0-c0",4324,0.99745605920444,13.5550660792952,14,"uVSG","-","-","FF08037511"
"M651","VDB|0015-0045-0-0000|M651-c3112-c0-c4",2722,0.994856722997796,24.4331610044313,20,"uVSG","-","-","FF08037511"
"M968","VDB|0010-01A1-0-0008|M968-c3498-c0-c0",7420,0.932210242587601,93.1251987856007,96,"uVSG","-","-","FF08037511"
"M309","VDB|0010-00D7-0-0002|M309-c853-c0-c1",3228,0.881350681536555,6.43866432337434,6,"uVSG","-","-","FF08037511"
"M892","VDB|001E-0033-0-0002|M892-c3062-c0-c11",11172,0.851235230934479,20.2542586750789,19,"uVSG","-","-","FF08037511"
"M1135","VDB|001F-0094-0-0000|M1135-c3913-c0-c19",1503,0.844976713240186,6.3992125984252,6,"uVSG","-","-","FF08037511"
"M750","VDB|004C-00CE-0-0001|M750-c2937-c2-c8",1702,0.807285546415981,3.68922852983988,3,"uVSG","-","-","FF08037511"
"M614","VDB|0013-0030-0-0000|M614-c2553-c1-c1",3528,0.79875283446712,21.7484031227821,21,"uVSG","-","-","FF08037511"
"M349","VDB|0046-018D-0-0000|M349-c1834-c1-c16",1615,0.780804953560371,5.21570182394925,6,"kVSG","NC_029012_Parabacteroides_phage_YZ2015a","NC_0290121_Parabacteroides_phage_YZ2015a","FF08037511"
"M901","VDB|0021-00A0-0-002D|M901-c3339-c0-c4",1882,0.774176408076514,3.54632807137955,3,"uVSG","-","-","FF08037511"
"M837","VDB|0010-01BF-0-0005|M837-c2295-c0-c3",4794,0.773675427617856,22.0221083850094,22,"uVSG","-","-","FF08037511"
"M179","VDB|004C-0094-0-0001|M179-c1380-c0-c0",29402,0.771240051697163,6.41307990827306,6,"uVSG","-","-","FF08037511"
"M1004","VDB|0030-0099-0-0003|M1004-c1294-c0-c5",4786,0.767655662348516,5.03592814371257,5,"uVSG","-","-","FF08037511"
"M302","VDB|004F-01AD-0-0003|M302-c2164-c0-c11",2899,1,18.0610555363919,17,"uVSG","-","-","FF08037524"
"M697","VDB|0010-00F3-0-0001|M697-c3861-c6-c0",10022,1,167.634603871483,170,"uVSG","-","-","FF08037524"
"M655","VDB|0021-0083-0-0000|M655-c2686-c0-c0",2610,1,148.929501915709,145,"uVSG","-","-","FF08037524"
"M441","VDB|0035-0056-0-0001|M441-c2353-c0-c12",2292,1,223.589877835951,239,"uVSG","-","-","FF08037524"
"M650","VDB|003C-0017-0-000A|M650-c2672-c0-c0",2629,0.99961962723469,49.7347792998478,50,"uVSG","-","-","FF08037524"
"M715","VDB|0009-0067-0-0005|M715-c1214-c1-c1",4527,0.997791031588248,12.0555678547709,11,"uVSG","-","-","FF08037524"
"M1020","VDB|0037-001F-0-0000|M1020-c3639-c0-c3",2955,0.98409475465313,31.3528198074278,32,"uVSG","-","-","FF08037524"
"M706","VDB|002C-0005-0-001A|M706-c2807-c0-c0",33806,0.974649470508194,17.7024188897994,17,"uVSG","-","-","FF08037524"
"M1064","VDB|001E-002F-0-0000|M1064-c1042-c2-c1",83939,0.96073338972349,8.4198008506628,8,"uVSG","-","-","FF08037524"
"M45","VDB|002F-0072-0-0000|M45-c1107-c1-c0",23831,0.955729931601695,20.4117492096944,19,"uVSG","-","-","FF08037524"
"M751","VDB|0030-0086-0-0005|M751-c2944-c2-c0",2259,0.944665781319168,4.89315838800375,4,"uVSG","-","-","FF08037524"
"M105","VDB|004F-0237-0-0003|M105-c1269-c0-c2",11185,0.942065265981225,13.3475372496916,13,"uVSG","-","-","FF08037524"
"M914","VDB|0040-010D-0-0001|M914-c1802-c0-c6",5142,0.940101127965772,15.6774927596194,11,"uVSG","-","-","FF08037524"
"M995","VDB|001E-00BF-0-0000|M995-c3569-c0-c1",19465,0.937374775237606,19.688698892908,5,"uVSG","-","-","FF08037524"
"M908","VDB|0017-000D-0-0009|M908-c3097-c0-c11",3137,0.921581128466688,23.3009339328952,23,"uVSG","-","-","FF08037524"
"M59","VDB|0003-0061-0-0000|M59-c1179-c0-c11",2580,0.917441860465116,49.972539079003,52,"kVSG","NC_018843_Salmonella_phage_SSU5","NC_0188431_Salmonella_phage_SSU5","FF08037524"
"M625","VDB|0030-002E-0-0002|M625-c2599-c2-c3",6647,0.903866405897397,15.758655126498,16,"uVSG","-","-","FF08037524"
"M808","VDB|0010-0092-0-0000|M808-c3098-c0-c1",18422,0.89409401802193,4.2929391050938,4,"uVSG","-","-","FF08037524"
"M459","VDB|004C-009D-0-0006|M459-c3388-c0-c1",10269,0.868536371603856,23.104608139926,4,"uVSG","-","-","FF08037524"
"M892","VDB|0001-0085-0-0004|M892-c3062-c0-c10",11651,0.843103596257832,58.5286572330245,72,"uVSG","-","-","FF08037524"
"M867","VDB|0045-0020-0-0000|M867-c1847-c3-c36",2122,0.830819981149859,19.1361315938741,20,"uVSG","-","-","FF08037524"
"M911","VDB|001D-0016-0-0000|M911-c3361-c1-c0",6393,0.829344595651494,21.9635986420219,21,"uVSG","-","-","FF08037524"
"M1283","VDB|0028-0079-0-0005|M1283-c2850-c1-c0",8513,0.826970515681898,3.56434659090909,3,"uVSG","-","-","FF08037524"
"M282","VDB|0051-0083-0-000C|M282-c3522-c0-c6",7246,0.823488821418714,89.1464722641193,65,"uVSG","-","-","FF08037524"
"M902","VDB|004A-0075-0-0000|M902-c3340-c0-c1",23966,0.822707168488692,6.94806512146878,7,"uVSG","-","-","FF08037524"
"M343","VDB|004C-006D-0-0003|M343-c1818-c0-c2",53567,0.819515746635055,5.63700767671245,5,"uVSG","-","-","FF08037524"
"M367","VDB|0037-0022-0-0004|M367-c590-c0-c5",14014,0.805908377336949,31.216752257836,40,"kVSG","NC_009514_Phage_cdtI_DNA","NC_0095141_Phage_cdtI_DNA|NC_0197161_Enterobacteria_phage_mEp460|NC_0197231_Enterobacteria_phage_HK630|NC_0420571_Enterobacteria_phage_DE3|NC_0218571_Shigella_phage_SfII|NC_0113561_Enterobacteria_phage_YYZ2008_complete_prophage_genome|NC_0048131_Enterobacteria_phage_BP4795|NC_0197111_Enterobacteria_phage_HK629|NC_0014161_Enterobacteria_phage_lambda|NC_0113571_Stx2converting_phage_1717_complete_prophage_genome|NC_0227491_Shigella_phage_SfIV|NC_0034441_Enterobacteria_phage_SfV|NC_0027301_Enterobacteria_phage_HK620|NC_0319401_Salmonella_phage_118970_sal3|NC_0273981_Enterobacteria_phage_Sf101|NC_0273391_Enterobacteria_phage_SfI|NC_0084641_Stx2converting_phage_86|NC_0197141_Enterobacteria_phage_HK446|NC_0197681_Enterobacteria_phage_HK106|NC_0289431_Escherichia_phage_pro483|NC_0195011_Enterobacteria_phage_IME10|NC_0290152_Salmonella_phage_SEN4|NC_0197671_Enterobacteria_phage_HK544|NC_0418481_Enterobacteria_phage_P2|NC_0103921_Phage_Gifsy1|NC_0053441_Enterobacteria_phage_Sf6|NC_0197151_Enterobacterial_phage_mEp234|NC_0102371_Enterobacteria_phage_Min27|NC_0016091_Enterobacteria_phage_P4|NC_0290032_Salmonella_phage_SEN1|NC_0197691_Enterobacteria_phage_HK542|NC_0009021_Enterobacteria_phage_VT2Sakai|NC_0197061_Enterobacteria_phage_mEp043_c1|NC_0021671_Enterobacteria_phage_HK97|NC_0254341_Shigella_phage_POCJ13|NC_0419351_Escherichia_phage_PA28|NC_0197101_Enterobacteria_phage_HK140|NC_0197201_Enterobacterial_phage_mEp213|NC_0197081_Enterobacteria_phage_mEp235|NC_0194881_Salmonella_phage_RE2010|NC_0104631_Enterobacteria_phage_Fels2","FF08037524"
"M705","VDB|0021-002E-0-0001|M705-c2806-c3-c1",2450,0.803673469387755,13.6663280853225,14,"uVSG","-","-","FF08037524"
"M403","VDB|0046-01F3-0-0000|M403-c1976-c0-c0",10330,0.793126815101646,10.2424020505309,7,"uVSG","-","-","FF08037524"
"M1049","VDB|0027-0018-0-0008|M1049-c3702-c0-c0",15813,0.786504774552583,3.50534694862105,3,"uVSG","-","-","FF08037524"
"M1110","VDB|0027-002D-0-0002|M1110-c3101-c0-c1",20895,0.770710696338837,6.13785394932936,4,"uVSG","-","-","FF08037524"
"M535","VDB|0021-007D-0-000E|M535-c2370-c1-c2",3158,0.75965801139962,2.06419341392247,2,"uVSG","-","-","FF08037524"
"M697","VDB|0010-00F3-0-0001|M697-c3861-c6-c0",10022,1,2103.16144482139,1957.5,"uVSG","-","-","FF08037529"
"M441","VDB|0021-00B6-0-0076|M441-c2494-c2-c2",2912,1,2572.80631868132,2659,"uVSG","-","-","FF08037529"
"M808","VDB|0010-0092-0-0000|M808-c3098-c0-c1",18422,1,42.0813158180436,42,"uVSG","-","-","FF08037529"
"M1098","VDB|0037-0010-0-0003|M1098-c2579-c0-c5",2849,1,69.7844857844858,71,"uVSG","-","-","FF08037529"
"M1075","VDB|0022-0016-0-0003|M1075-c3777-c1-c0",1606,1,30.2789539227895,32,"uVSG","-","-","FF08037529"
"M892","VDB|000E-000C-0-0002|M892-c3062-c0-c0",19587,0.99994894572931,72.915654038599,71,"uVSG","-","-","FF08037529"
"M939","VDB|0037-00E7-0-0000|M939-c3437-c0-c0",24880,0.999799035369775,12.4841407035176,12,"uVSG","-","-","FF08037529"
"M33","VDB|0037-0123-0-0001|M33-c1067-c0-c0",18609,0.997044440861949,6.99331680500162,7,"uVSG","-","-","FF08037529"
"M1010","VDB|0028-0051-0-0000|M1010-c3618-c0-c0",1684,0.997030878859858,6.7159023228112,6,"uVSG","-","-","FF08037529"
"M900","VDB|0008-00B5-0-0001|M900-c2799-c0-c3",14709,0.975797131008226,6.98683202118024,7,"uVSG","-","-","FF08037529"
"M378","VDB|0010-01C1-0-0002|M378-c190-c0-c15",23735,0.969749315357068,5.03327974975018,5,"uVSG","-","-","FF08037529"
"M658","VDB|0028-0021-0-0000|M658-c2694-c0-c1",13338,0.968286099865047,7.05350367789392,7,"uVSG","-","-","FF08037529"
"M765","VDB|003A-0031-0-0000|M765-c2978-c0-c2",3821,0.964145511646166,9.05836047774159,6,"uVSG","-","-","FF08037529"
"M766","VDB|0021-0091-0-0012|M766-c2984-c2-c1",2214,0.962059620596206,7.18544600938967,5,"uVSG","-","-","FF08037529"
"M757","VDB|0021-0071-0-0007|M757-c3443-c0-c3",16188,0.956387447491969,10.0279033716574,4,"uVSG","-","-","FF08037529"
"M832","VDB|0010-01A7-0-0002|M832-c3151-c0-c5",17994,0.950705790819162,10.6127316303268,8,"uVSG","-","-","FF08037529"
"M1064","VDB|0002-002F-0-0000|M1064-c1042-c2-c105",24967,0.935154403813033,6.86362857632345,6,"uVSG","-","-","FF08037529"
"M1056","VDB|0028-0052-0-0009|M1056-c3720-c2-c0",1625,0.929230769230769,20.9304635761589,22,"uVSG","-","-","FF08037529"
"M1005","VDB|0012-001E-0-000B|M1005-c3596-c0-c2",14412,0.922772689425479,4.13910820362433,4,"uVSG","-","-","FF08037529"
"M616","VDB|0008-000A-0-0002|M616-c2556-c1-c0",14007,0.890054972513743,80.570305606802,89,"uVSG","-","-","FF08037529"
"M546","VDB|0001-00A7-0-0003|M546-c2389-c0-c1",8605,0.870656595002905,52.9404698344901,5,"uVSG","-","-","FF08037529"
"M1306","VDB|0030-0028-0-000B|M1306-c875-c1-c1",13064,0.870407225964483,3.616040805558,3,"uVSG","-","-","FF08037529"
"M241","VDB|0021-00B4-0-0001|M241-c156-c1-c4",7494,0.852682145716573,2.72488262910798,2,"uVSG","-","-","FF08037529"
"M637","VDB|0021-0087-0-0028|M637-c2638-c0-c0",2680,0.816791044776119,3.47144814984011,3,"uVSG","-","-","FF08037529"
"M902","VDB|004A-0075-0-0000|M902-c3340-c0-c1",23966,0.815947592422599,40.6282280746612,42,"uVSG","-","-","FF08037529"
"M759","VDB|0050-005D-0-0000|M759-c2960-c2-c6",1993,0.795785248369293,37.7540983606557,48,"uVSG","-","-","FF08037529"
"M343","VDB|004C-0088-0-0005|M343-c1818-c0-c1",56399,0.79492544194046,3.10126469341779,3,"uVSG","-","-","FF08037529"
"M282","VDB|004E-0073-0-000A|M282-c1770-c3-c3",7357,0.751936930814191,263.336767895879,274,"uVSG","-","-","FF08037529"
"M441","VDB|0021-00AC-0-000A|M441-c2353-c0-c4",2118,1,2124.1954674221,2260,"uVSG","-","-","FF08037549"
"M808","VDB|0010-0092-0-0000|M808-c3098-c0-c1",18422,1,108.514004994029,111,"uVSG","-","-","FF08037549"
"M531","VDB|002F-00E7-0-0000|M531-c2357-c1-c2",7051,0.999290880726138,30.0688333806415,10,"uVSG","-","-","FF08037549"
"M347","VDB|0021-0088-0-0008|M347-c2226-c1-c0",3452,0.995654692931634,24.0084375909223,25,"uVSG","-","-","FF08037549"
"M282","VDB|0024-0048-0-0003|M282-c3522-c0-c12",6311,0.992869592774521,126.892435365464,152,"uVSG","-","-","FF08037549"
"M406","VDB|0021-00B6-0-0024|M406-c132-c0-c0",2009,0.969636635141862,10.9188911704312,11,"uVSG","-","-","FF08037549"
"M697","VDB|0012-004C-0-0006|M697-c3861-c6-c3",8968,0.966882247992863,1360.71052935071,1643,"uVSG","-","-","FF08037549"
"M217","VDB|0030-002B-0-0004|M217-c1514-c0-c15",1590,0.959748427672956,5.05307994757536,4,"uVSG","-","-","FF08037549"
"M867","VDB|0021-00AB-0-0032|M867-c2305-c0-c6",3275,0.910839694656489,4.87898089171975,4,"uVSG","-","-","FF08037549"
"M302","VDB|002F-0144-0-0000|M302-c1701-c1-c1",51615,0.908514966579483,8.70756829377519,7,"uVSG","-","-","FF08037549"
"M687","VDB|0002-003D-0-0005|M687-c3241-c0-c0",31605,0.895649422559722,3.76938566432331,3,"uVSG","-","-","FF08037549"
"M760","VDB|0010-0006-0-0003|M760-c3374-c0-c6",18893,0.884613348859366,4.61580805361096,4,"uVSG","-","-","FF08037549"
"M1056","VDB|0028-0052-0-0009|M1056-c3720-c2-c0",1625,0.884307692307692,8.41544885177453,8,"uVSG","-","-","FF08037549"
"M1098","VDB|004C-0029-0-0000|M1098-c2579-c0-c3",3063,0.875285667646099,4.29839612085043,4,"uVSG","-","-","FF08037549"
"M892","VDB|001D-008F-0-0001|M892-c3062-c0-c21",8495,0.85226603884638,26.1845303867403,26,"uVSG","-","-","FF08037549"
"M495","VDB|0021-0023-0-000D|M495-c2231-c1-c2",12884,0.83902514746973,7.05485661424607,7,"uVSG","-","-","FF08037549"
"M727","VDB|0010-01C6-0-0001|M727-c2871-c0-c16",14715,0.829493713897384,3.49156152711781,3,"uVSG","-","-","FF08037549"
"M1110","VDB|0001-0017-0-0000|M1110-c3864-c0-c9",3235,0.827202472952087,10.7660687593423,11,"uVSG","-","-","FF08037549"
"M1005","VDB|0048-0017-0-0002|M1005-c3596-c0-c3",10712,0.812733383121733,2.96129106363428,2,"uVSG","-","-","FF08037549"
"M757","VDB|001E-003B-0-0001|M757-c2958-c0-c6",12578,0.797344569883924,2.52208595074285,2,"uVSG","-","-","FF08037549"
"M179","VDB|004C-0094-0-0001|M179-c1380-c0-c0",29402,0.777226039044963,7.26645370208297,7,"uVSG","-","-","FF08037549"
"M697","VDB|0010-00F3-0-0001|M697-c3861-c6-c0",10022,1,741.739173817601,681,"uVSG","-","-","FF08037557"
"M808","VDB|0010-0092-0-0000|M808-c3098-c0-c1",18422,1,15.0982520898925,15,"uVSG","-","-","FF08037557"
"M527","VDB|0048-0051-0-0000|M527-c2323-c0-c0",21538,0.995867768595041,13.1171150170171,13,"uVSG","-","-","FF08037557"
"M867","VDB|001D-00AB-0-0003|M867-c2429-c1-c14",2628,0.995814307458143,28.0496752006114,28,"uVSG","-","-","FF08037557"
"M1046","VDB|000D-0031-0-0000|M1046-c3148-c0-c7",2000,0.9885,10.0136570561457,10,"uVSG","-","-","FF08037557"
"M987","VDB|0010-001A-0-0001|M987-c3538-c0-c6",6175,0.982995951417004,6.70296540362438,6,"uVSG","-","-","FF08037557"
"M797","VDB|0040-003A-0-0000|M797-c3070-c4-c6",2303,0.979157620495007,4.79113082039911,4,"uVSG","-","-","FF08037557"
"M441","VDB|0040-0129-0-0002|M441-c2353-c0-c13",2208,0.968297101449275,392.797942001871,276.5,"uVSG","-","-","FF08037557"
"M459","VDB|004C-009D-0-0006|M459-c3388-c0-c1",10269,0.961632096601422,17.6166075949367,5,"uVSG","-","-","FF08037557"
"M706","VDB|0001-00A1-0-0001|M706-c2807-c0-c4",24531,0.9353471118177,13.3284811505775,12,"uVSG","-","-","FF08037557"
"M850","VDB|003A-0021-0-0003|M850-c1541-c0-c0",49942,0.908253574146009,21.2630070546737,20,"uVSG","-","-","FF08037557"
"M347","VDB|0026-0001-0-0001|M347-c1826-c0-c5",2756,0.900580551523948,4.63215149073328,4,"uVSG","-","-","FF08037557"
"M756","VDB|0050-00D3-0-0003|M756-c2952-c0-c2",36886,0.857750908203655,9.41973513701444,7,"uVSG","-","-","FF08037557"
"M820","VDB|0040-0102-0-0000|M820-c3132-c0-c4",9692,0.854931902600083,4.58037653874004,4,"uVSG","-","-","FF08037557"
"M858","VDB|0021-00B6-0-0025|M858-c3210-c3-c0",1997,0.85478217325989,4.59578207381371,4,"uVSG","-","-","FF08037557"
"M1064","VDB|000C-006E-0-0000|M1064-c1042-c1-c0",97523,0.836130963977728,13.9109906551225,9,"uVSG","-","-","FF08037557"
"M282","VDB|0051-0083-0-000C|M282-c3522-c0-c6",7246,0.835771460115926,34.8221598414795,30,"uVSG","-","-","FF08037557"
"M378","VDB|0048-004C-0-0001|M378-c190-c0-c12",28950,0.822487046632124,8.42959136533535,8,"uVSG","-","-","FF08037557"
"M1017","VDB|004F-018A-0-0000|M1017-c3634-c0-c1",12440,0.817604501607717,3.21433487366041,3,"uVSG","-","-","FF08037557"
"M657","VDB|0001-008D-0-0000|M657-c2693-c0-c0",6498,0.792859341335796,3.56948757763975,3,"uVSG","-","-","FF08037557"
"M902","VDB|004C-0052-0-0002|M902-c3340-c0-c2",13405,0.783812010443864,7.28875987436947,7,"uVSG","-","-","FF08037557"
"M892","VDB|004C-0072-0-0004|M892-c2676-c0-c3",7912,0.772876643073812,77.3615699100572,85,"uVSG","-","-","FF08037557"
"M848","VDB|0008-00E4-0-0000|M848-c3188-c0-c0",2824,0.768059490084986,5.26786537574919,5,"uVSG","-","-","FF08037557"
"M697","VDB|0010-00F3-0-0001|M697-c3861-c6-c0",10022,1,1411.45180602674,1328,"uVSG","-","-","FF08037585"
"M441","VDB|0021-00B6-0-0076|M441-c2494-c2-c2",2912,1,2081.59546703297,2182.5,"uVSG","-","-","FF08037585"
"M892","VDB|000E-000C-0-0002|M892-c3062-c0-c0",19587,1,118.768979425129,87,"uVSG","-","-","FF08037585"
"M808","VDB|0010-0092-0-0000|M808-c3098-c0-c1",18422,1,42.0637281511237,41,"uVSG","-","-","FF08037585"
"M939","VDB|0037-00E7-0-0000|M939-c3437-c0-c0",24880,1,22.7278938906752,22,"uVSG","-","-","FF08037585"
"M616","VDB|001D-0045-0-0000|M616-c2556-c1-c2",5572,1,98.3015075376884,98,"uVSG","-","-","FF08037585"
"M900","VDB|0048-005E-0-0003|M900-c3337-c0-c0",23411,0.999957285036948,29.0061085006408,28,"uVSG","-","-","FF08037585"
"M1098","VDB|0037-0010-0-0003|M1098-c2579-c0-c5",2849,0.999648999649,29.2405196629213,29,"uVSG","-","-","FF08037585"
"M637","VDB|0021-00B6-0-0006|M637-c2638-c0-c0",2709,0.998154300479882,5.49630177514793,5,"uVSG","-","-","FF08037585"
"M1075","VDB|0022-0016-0-0003|M1075-c3777-c1-c0",1606,0.99626400996264,33.006875,34,"uVSG","-","-","FF08037585"
"M832","VDB|0010-01B6-0-0000|M832-c3151-c0-c3",18744,0.964415279556125,9.86413674835426,9,"uVSG","-","-","FF08037585"
"M1056","VDB|0028-0052-0-0009|M1056-c3720-c2-c0",1625,0.961846153846154,31.3294945617402,32,"uVSG","-","-","FF08037585"
"M520","VDB|0046-006B-0-0001|M520-c1947-c0-c22",4584,0.943935427574171,3.65934827825283,3,"uVSG","-","-","FF08037585"
"M1306","VDB|0030-0028-0-000B|M1306-c875-c1-c1",13064,0.930878750765462,15.4474960940712,15,"uVSG","-","-","FF08037585"
"M448","VDB|004C-00DB-0-0000|M448-c2070-c2-c9",1725,0.92231884057971,4.89063482086738,4,"uVSG","-","-","FF08037585"
"M1064","VDB|0002-002F-0-0000|M1064-c1042-c2-c105",24967,0.917811511194777,14.2512764564696,14,"uVSG","-","-","FF08037585"
"M600","VDB|0002-001B-0-0001|M600-c3273-c0-c2",14107,0.903381300063798,3.93134023854363,4,"uVSG","-","-","FF08037585"
"M806","VDB|0047-005E-0-0003|M806-c3084-c0-c0",2814,0.89907604832978,7.1901185770751,7,"uVSG","-","-","FF08037585"
"M282","VDB|0045-002A-0-0003|M282-c3522-c0-c7",7176,0.88628762541806,53.7303459119497,36,"uVSG","-","-","FF08037585"
"M855","VDB|002C-0000-0-0000|M855-c3350-c0-c4",2602,0.883935434281322,4.59695652173913,4,"uVSG","-","-","FF08037585"
"M765","VDB|003A-0031-0-0000|M765-c2978-c0-c2",3821,0.850039256739074,3.79864532019704,4,"uVSG","-","-","FF08037585"
"M241","VDB|004F-01F7-0-0002|M241-c1744-c0-c0",23068,0.843983006762615,4.28743130104268,3,"uVSG","-","-","FF08037585"
"M766","VDB|0046-004C-0-0001|M766-c2984-c2-c0",4354,0.823610473128158,6.75989960959286,7,"uVSG","-","-","FF08037585"
"M902","VDB|004A-0075-0-0000|M902-c3340-c0-c1",23966,0.813485771509639,27.987843660238,29,"uVSG","-","-","FF08037585"
"M697","VDB|0016-0070-0-0000|M697-c3861-c6-c4",8826,1,369.692952639928,343,"uVSG","-","-","FF08037593"
"M441","VDB|0021-00B6-0-0076|M441-c2494-c2-c2",2912,1,954.056662087912,999,"uVSG","-","-","FF08037593"
"M378","VDB|0010-0104-0-0001|M378-c190-c1-c0",8806,0.999659323188735,21.4019084403044,21,"uVSG","-","-","FF08037593"
"M954","VDB|0012-0002-0-0002|M954-c3506-c0-c7",2143,0.999533364442371,12.9575163398693,13,"uVSG","-","-","FF08037593"
"M766","VDB|0046-004C-0-0001|M766-c2984-c2-c0",4354,0.998851630684428,10.1540584042309,8,"uVSG","-","-","FF08037593"
"M1138","VDB|000D-0023-0-0002|M1138-c3917-c0-c0",16396,0.99170529397414,8.83019680196802,8,"uVSG","-","-","FF08037593"
"M282","VDB|0045-002A-0-0003|M282-c3522-c0-c7",7176,0.984392419175028,67.480181200453,62,"uVSG","-","-","FF08037593"
"M832","VDB|004C-003F-0-0003|M832-c3151-c0-c2",20501,0.976391395541681,7.68496777738922,7,"uVSG","-","-","FF08037593"
"M448","VDB|004C-00DB-0-0000|M448-c2070-c2-c9",1725,0.974492753623188,5.06246281975015,5,"uVSG","-","-","FF08037593"
"M1084","VDB|004C-0094-0-0003|M1084-c3798-c0-c0",22893,0.960905080155506,7.75306846076916,7,"uVSG","-","-","FF08037593"
"M1333","VDB|001F-0071-0-0002|M1333-c3600-c1-c20",1858,0.932723358449946,15.1107905366417,15,"uVSG","-","-","FF08037593"
"M1102","VDB|0012-0046-0-0003|M1102-c72-c0-c141",91958,0.93201244046195,580.647994306116,598,"kVSG","NC_024711_Uncultured_crAssphage","NC_0247111_Uncultured_crAssphage","FF08037593"
"M497","VDB|001D-0115-0-0000|M497-c2239-c0-c4",26127,0.923336012554063,5.38787099983419,5,"uVSG","-","-","FF08037593"
"M1064","VDB|0016-003D-0-0002|M1064-c3842-c0-c6",1965,0.900763358778626,5.73559322033898,5,"uVSG","-","-","FF08037593"
"M892","VDB|0001-0085-0-0004|M892-c3062-c0-c10",11651,0.897948673933568,54.8269929267826,59,"uVSG","-","-","FF08037593"
"M974","VDB|0001-0117-0-0000|M974-c3512-c0-c4",1769,0.838326738270209,4.83277140930546,5,"uVSG","-","-","FF08037593"
"M855","VDB|002C-0000-0-0000|M855-c3350-c0-c4",2602,0.811299000768639,3.40265277119848,3,"uVSG","-","-","FF08037593"
"M49","VDB|0008-009A-0-0000|M49-c1127-c0-c5",1564,0.810102301790281,2.51065509076559,2,"uVSG","-","-","FF08037593"
"M229","VDB|000D-003E-0-0004|M229-c1542-c3-c17",6090,0.799014778325123,24.4833538840937,28,"uVSG","-","-","FF08037593"
"M520","VDB|001D-0061-0-0001|M520-c2936-c0-c1",10943,0.797678881476743,3.17871462939627,3,"uVSG","-","-","FF08037593"
"M902","VDB|004C-0052-0-0002|M902-c3340-c0-c2",13405,0.792987691160015,56.0315145813735,57,"uVSG","-","-","FF08037593"
"M697","VDB|0010-00F3-0-0001|M697-c3861-c6-c0",10022,1,867.460686489723,1094,"uVSG","-","-","FF08037597"
"M808","VDB|0010-0092-0-0000|M808-c3098-c0-c1",18422,0.999457170774074,24.5171627199652,24,"uVSG","-","-","FF08037597"
"M967","VDB|0021-006B-0-0002|M967-c3496-c0-c0",5571,0.996948483216658,673.097407274037,692,"uVSG","-","-","FF08037597"
"M898","VDB|0021-0033-0-0000|M898-c3330-c2-c0",4696,0.986584327086882,11.0261169868336,8,"uVSG","-","-","FF08037597"
"M1283","VDB|002B-0008-0-000E|M1283-c84-c0-c12",3272,0.973105134474328,7.76476130653266,7,"uVSG","-","-","FF08037597"
"M940","VDB|004F-01ED-0-0002|M940-c2886-c0-c9",3277,0.967043027158987,8.64089618176081,8,"uVSG","-","-","FF08037597"
"M933","VDB|001D-00A5-0-0005|M933-c3424-c0-c0",27397,0.958645107128518,5.45815565031983,5,"uVSG","-","-","FF08037597"
"M1064","VDB|0008-002B-0-0000|M1064-c1042-c1-c2",82445,0.94999090302626,9.25693930185644,8,"uVSG","-","-","FF08037597"
"M1102","VDB|0028-0021-0-0002|M1102-c3936-c0-c45",2983,0.94502179014415,29.79886484569,32,"kVSG","NC_024711_Uncultured_crAssphage","NC_0247111_Uncultured_crAssphage","FF08037597"
"M347","VDB|0031-001A-0-0002|M347-c1113-c0-c1",51423,0.932773272660094,8.50441979735646,8,"uVSG","-","-","FF08037597"
"M738","VDB|0001-0078-0-0002|M738-c70-c0-c146",10426,0.921734126222904,29.9750260145682,30,"uVSG","-","-","FF08037597"
"M784","VDB|002F-0068-0-0001|M784-c3026-c1-c1",5100,0.898235294117647,8.08426107836717,8,"uVSG","-","-","FF08037597"
"M1094","VDB|0024-0044-0-0009|M1094-c3817-c0-c4",6698,0.868916094356524,4.41288659793814,4,"uVSG","-","-","FF08037597"
"M759","VDB|001E-0044-0-0001|M759-c2960-c2-c7",1847,0.851109907958852,3.80916030534351,3,"uVSG","-","-","FF08037597"
"M867","VDB|0040-00D9-0-0001|M867-c2385-c1-c60",3056,0.849149214659686,14.8789980732177,15,"uVSG","-","-","FF08037597"
"M449","VDB|001D-000A-0-0002|M449-c2071-c0-c0",33964,0.83953597927217,5.59567230132566,5,"uVSG","-","-","FF08037597"
"M936","VDB|001D-006D-0-0000|M936-c3738-c0-c8",2140,0.835046728971963,7.72020145495243,7,"uVSG","-","-","FF08037597"
"M889","VDB|0028-0006-0-0003|M889-c3297-c0-c0",1916,0.771398747390397,6.13261163734777,6,"uVSG","-","-","FF08037597"
"M476","VDB|0015-003F-0-0005|M476-c2159-c0-c2",2446,0.757972199509403,2.39697950377562,2,"uVSG","-","-","FF08037597"
"M892","VDB|0047-006C-0-0000|M892-c3062-c0-c77",6043,1,119.519443984776,115,"uVSG","-","-","FF08037598"
"M697","VDB|0030-0055-0-0000|M697-c3861-c6-c10",5920,0.996959459459459,161.016096238563,134,"uVSG","-","-","FF08037598"
